frame,backend,bond_dim,energy,abs_energy_error,within_dmrg_tolerance,dmrg_seconds,max_result_mps_bond,sweep_converged,reached_max_sweeps,sweep_limit_reached_without_convergence,sweeps_requested,sweeps_completed,sweep_energy_tolerance,last_sweep_energy_change,final_sweep_noise,sweep_energies,per_sweep_seconds,system,dataset_tag,fiedler
raw_qubit,block2_pauli,1,-107.49650051179765,0.15762193572489025,False,0.21217125000111992,1,True,False,False,100,3,1e-06,0.0,0.0,"[-107.6416702478832, -107.49650051179765, -107.49650051179765]","[0.05657116600195877, 0.06011545899673365, 0.06442995800171047]",N2_eqm,,False
raw_qubit,block2_pauli,2,-107.53451950226793,0.11960294525461279,False,0.29751829199813074,2,True,False,False,100,4,1e-06,0.0,0.0,"[-107.64167024788321, -107.53735933751364, -107.53451950226793, -107.53451950226793]","[0.07418266699824017, 0.07643166699563153, 0.05485637499805307, 0.05429362499853596]",N2_eqm,,False
raw_qubit,block2_pauli,3,-107.57576851812334,0.07835392939919927,False,0.3862014590049512,3,True,False,False,100,6,1e-06,6.078487615468475e-07,0.0,"[-107.64167024788321, -107.5741652276219, -107.57470518936617, -107.57468355516276, -107.57576791027458, -107.57576851812334]","[0.08271033400524175, 0.06076820899761515, 0.05413550000230316, 0.050548833001812454, 0.052245958999264985, 0.049821291999251116]",N2_eqm,,False
raw_qubit,block2_pauli,4,-107.58678772514861,0.06733472237392846,False,0.3937587500040536,4,True,False,False,100,6,1e-06,8.278341283585178e-07,0.0,"[-107.64167024788321, -107.5851942035796, -107.58583780348107, -107.58593220299241, -107.58678689731448, -107.58678772514861]","[0.07897829200373963, 0.05031845800112933, 0.053691084001911804, 0.051962250006909017, 0.05184949999966193, 0.07422654199763201]",N2_eqm,,False
raw_qubit,block2_pauli,5,-107.59882892766572,0.05529351985681785,False,0.5744903749946388,5,True,False,False,100,8,1e-06,6.631151450164907e-08,0.0,"[-107.64167024788321, -107.59898687956155, -107.59913189787972, -107.59914148994167, -107.59911299707673, -107.59911485837986, -107.59882899397724, -107.59882892766572]","[0.07303999999567168, 0.05678845800139243, 0.06928195899672573, 0.07225012499839067, 0.08617620899894973, 0.06298149999929592, 0.051574832999904174, 0.05898387499473756]",N2_eqm,,False
raw_qubit,block2_pauli,6,-107.60140524472493,0.052717202797609275,False,0.40632524999819,6,True,False,False,100,6,1e-06,2.854169167676446e-07,0.0,"[-107.64167024788321, -107.60120459797396, -107.60124724662134, -107.60125138783549, -107.60140495930801, -107.60140524472493]","[0.08056720899912762, 0.05478683399996953, 0.05562570899928687, 0.061982540995813906, 0.05719062499701977, 0.05524212500313297]",N2_eqm,,False
raw_qubit,block2_pauli,7,-107.61145915476072,0.042663292761815796,False,0.35687258299731184,7,True,False,False,100,5,1e-06,3.0667314376842114e-07,0.0,"[-107.64167024788321, -107.61120259913764, -107.61145382003313, -107.61145884808758, -107.61145915476072]","[0.08325154199701501, 0.06277266600227449, 0.05860095800017007, 0.05987141600053292, 0.060430833997088484]",N2_eqm,,False
raw_qubit,block2_pauli,8,-107.61062318373874,0.04349926378380076,False,0.5223735420004232,8,True,False,False,100,8,1e-06,6.48652189738641e-08,0.0,"[-107.64167024788321, -107.6105408431228, -107.61069036603152, -107.6106882301458, -107.61056007319928, -107.61057076454566, -107.61062324860396, -107.61062318373874]","[0.07426604199281428, 0.05614795900328318, 0.05803941700287396, 0.06141466699773446, 0.060998667002422735, 0.059382332998211496, 0.060164000002259854, 0.05767391600238625]",N2_eqm,,False
raw_qubit,block2_pauli,9,-107.61604584444535,0.03807660307718663,False,0.4754861670007813,9,True,False,False,100,6,1e-06,6.597482524739462e-07,0.0,"[-107.64167024788321, -107.61585090198099, -107.61601519263122, -107.61604106967087, -107.6160451846971, -107.61604584444535]","[0.08402475000184495, 0.06683054099994479, 0.06558483399567194, 0.0657399580013589, 0.09695887499401579, 0.06305012499797158]",N2_eqm,,False
raw_qubit,block2_pauli,10,-107.61841259622551,0.035709851297028194,False,0.5924027919973014,10,True,False,False,100,8,1e-06,1.774098876694552e-07,0.0,"[-107.64167024788321, -107.61832996285527, -107.61842330108618, -107.61855410900804, -107.61843254885412, -107.6184349067612, -107.61841241881562, -107.61841259622551]","[0.08403154100233223, 0.069367541000247, 0.06451949999609496, 0.06893262499943376, 0.06757829200068954, 0.06611074999818811, 0.0704412909981329, 0.06824887499533361]",N2_eqm,,False
