frame,backend,bond_dim,energy,abs_energy_error,within_dmrg_tolerance,dmrg_seconds,max_result_mps_bond,sweep_converged,reached_max_sweeps,sweep_limit_reached_without_convergence,sweeps_requested,sweeps_completed,sweep_energy_tolerance,last_sweep_energy_change,final_sweep_noise,sweep_energies,per_sweep_seconds,system,dataset_tag,fiedler
raw_qubit,block2_pauli,1,-147.63216699068244,0.11186844294510934,False,0.2733857499988517,1,True,False,False,100,3,1e-06,0.0,0.0,"[-147.73940182803625, -147.63216699068244, -147.63216699068244]","[0.06552424999972573, 0.08984841700294055, 0.08888608300185297]",O2_1.2075_sto_3g,,False
raw_qubit,block2_pauli,2,-147.67811665230593,0.06591878132161355,False,0.234519542005728,2,True,False,False,100,3,1e-06,2.842170943040401e-14,0.0,"[-147.73940182805944, -147.67811665230596, -147.67811665230593]","[0.07090433300618315, 0.054397458996390924, 0.07564737500069896]",O2_1.2075_sto_3g,,False
raw_qubit,block2_pauli,3,-147.6920184038096,0.052017029817932325,False,0.24335470900405198,3,True,False,False,100,3,1e-06,8.22808488010196e-11,0.0,"[-147.73940182805944, -147.69201840372733, -147.6920184038096]","[0.08112850000179606, 0.06732779100275366, 0.06732779200683581]",O2_1.2075_sto_3g,,False
raw_qubit,block2_pauli,4,-147.7037872573261,0.04024817630144639,False,0.23206979200040223,4,True,False,False,100,3,1e-06,2.9817158520017983e-08,0.0,"[-147.73940182818473, -147.70378722750894, -147.7037872573261]","[0.08111374999862164, 0.06271258399647195, 0.05890137499955017]",O2_1.2075_sto_3g,,False
raw_qubit,block2_pauli,5,-147.7219839292066,0.022051504420943502,False,0.3552527080028085,5,True,False,False,100,5,1e-06,6.029472388036083e-08,0.0,"[-147.739427245019, -147.7214495029072, -147.72197725413577, -147.72198386891188, -147.7219839292066]","[0.07257725000090431, 0.060971834005613346, 0.05976845900295302, 0.06294304200127954, 0.07065874999534572]",O2_1.2075_sto_3g,,False
raw_qubit,block2_pauli,6,-147.72977354774986,0.014261885877687064,False,0.47639695800171467,6,True,False,False,100,6,1e-06,8.758058811508818e-08,0.0,"[-147.73947212996367, -147.7289260149244, -147.7297637719063, -147.72977153027705, -147.72977363533045, -147.72977354774986]","[0.0699922499989043, 0.07939891699788859, 0.09696754199831048, 0.06928866700036451, 0.0615795830017305, 0.06995775000541471]",O2_1.2075_sto_3g,,False
raw_qubit,block2_pauli,7,-147.73581209474472,0.008223338882828557,False,0.3796356660022866,7,True,False,False,100,5,1e-06,2.33017942719016e-08,0.0,"[-147.7395175726409, -147.73512311391383, -147.73580399506068, -147.7358121180465, -147.73581209474472]","[0.08152166700165253, 0.06743024999741465, 0.0677387500036275, 0.06467733300087275, 0.06644445800338872]",O2_1.2075_sto_3g,,False
raw_qubit,block2_pauli,8,-147.7377493857867,0.006286047840831088,False,0.31134649999876274,8,True,False,False,100,4,1e-06,8.422561279530782e-07,0.0,"[-147.73952252737354, -147.73774200026844, -147.73774854353059, -147.7377493857867]","[0.07639620900590671, 0.07112933399912436, 0.07117516599828377, 0.06466120900586247]",O2_1.2075_sto_3g,,False
raw_qubit,block2_pauli,9,-147.7392203475414,0.004815086086153997,False,0.3441808330026106,9,True,False,False,100,4,1e-06,5.014006774217705e-07,0.0,"[-147.7395225946143, -147.73923180045287, -147.7392198461407, -147.7392203475414]","[0.08145812500151806, 0.08200633399974322, 0.07879433399648406, 0.07483116600633366]",O2_1.2075_sto_3g,,False
raw_qubit,block2_pauli,10,-147.73938739717286,0.004648036454682369,False,0.2606536250023055,10,True,False,False,100,3,1e-06,5.641570055558986e-07,0.0,"[-147.73952312160117, -147.73938683301586, -147.73938739717286]","[0.08262329100398347, 0.07610079100413714, 0.07434554100473179]",O2_1.2075_sto_3g,,False
raw_qubit,block2_pauli,12,-147.73944198387306,0.004593449754480616,False,0.4472645000059856,12,True,False,False,100,5,1e-06,9.978862181014847e-11,0.0,"[-147.73952312228133, -147.73944538006293, -147.7394465528044, -147.73944198377328, -147.73944198387306]","[0.08721862499805866, 0.08228841600066517, 0.07977816700440599, 0.07847241700073937, 0.09160025000164751]",O2_1.2075_sto_3g,,False
raw_qubit,block2_pauli,14,-147.73952082056846,0.004514613059086514,False,0.6139072079968173,14,True,False,False,100,6,1e-06,2.1661662685801275e-08,0.0,"[-147.73952312228133, -147.73952186191246, -147.73954159892696, -147.73951631680887, -147.7395207989068, -147.73952082056846]","[0.08930066699394956, 0.09592112500104122, 0.09213954200095031, 0.10967620799783617, 0.09333537500060629, 0.10417354200035334]",O2_1.2075_sto_3g,,False
raw_qubit,block2_pauli,16,-147.73952345903245,0.004511974595089896,False,0.2047837919963058,16,True,False,False,100,2,1e-06,3.3508990782138426e-07,0.0,"[-147.73952312394255, -147.73952345903245]","[0.09101150000060443, 0.08729912499984493]",O2_1.2075_sto_3g,,False
raw_qubit,block2_pauli,18,-147.74392884556434,0.00010658806320407166,True,1.2852723329997389,18,True,False,False,100,9,1e-06,1.6622939824628702e-07,0.0,"[-147.73952312466196, -147.73957143109126, -147.74049079174273, -147.7427499747221, -147.7438972347878, -147.74392692216432, -147.7439376162104, -147.74392901179374, -147.74392884556434]","[0.09666070900129853, 0.1187894589966163, 0.1525697909964947, 0.16156824999779928, 0.1457256249996135, 0.14451612499397015, 0.13946666699484922, 0.13935254199896008, 0.15628020800068043]",O2_1.2075_sto_3g,,False
HCT_Nover2_Comm,block2_pauli,1,-147.63219673102546,0.1118387026020855,False,0.3012466250002035,1,True,False,False,100,3,1e-06,6.519721296172065e-08,0.0,"[-147.7394053908164, -147.63219666582825, -147.63219673102546]","[0.10033554099936737, 0.07924720799928764, 0.08215874999586958]",O2_1.2075_sto_3g,HCT N/2 Comm,False
HCT_Nover2_Comm,block2_pauli,2,-147.6781522297805,0.06588320384705071,False,0.2857175409953925,2,True,False,False,100,3,1e-06,6.698450079056784e-07,0.0,"[-147.73942853428764, -147.6781515599355, -147.6781522297805]","[0.09617829100170638, 0.07199462500284426, 0.07363833300041733]",O2_1.2075_sto_3g,HCT N/2 Comm,False
HCT_Nover2_Comm,block2_pauli,3,-147.70848059077028,0.03555484285726607,False,0.5745036660009646,3,True,False,False,100,7,1e-06,4.7854769036348443e-08,0.0,"[-147.7394390343135, -147.70561948321404, -147.70835768519706, -147.70833664201723, -147.70844937821693, -147.70848063862505, -147.70848059077028]","[0.09516750000329921, 0.06652129099529702, 0.06501550000393763, 0.07288491699728183, 0.07832183400023496, 0.06554800000594696, 0.06245679200219456]",O2_1.2075_sto_3g,HCT N/2 Comm,False
HCT_Nover2_Comm,block2_pauli,4,-147.73084177275473,0.013193660872815371,False,0.375054000003729,4,True,False,False,100,4,1e-06,2.0463630789890885e-12,0.0,"[-147.73953374422388, -147.72878691813509, -147.73084177275678, -147.73084177275473]","[0.09037099999841303, 0.0683137500018347, 0.06797454100160394, 0.10538729199470254]",O2_1.2075_sto_3g,HCT N/2 Comm,False
HCT_Nover2_Comm,block2_pauli,5,-147.7351647824443,0.00887065118325836,False,0.358793457999127,5,True,False,False,100,4,1e-06,0.0,0.0,"[-147.73953477182127, -147.73333051869585, -147.7351647824443, -147.7351647824443]","[0.09759745799965458, 0.07432354200136615, 0.07402566700329771, 0.07350912500260165]",O2_1.2075_sto_3g,HCT N/2 Comm,False
HCT_Nover2_Comm,block2_pauli,6,-147.73848477276817,0.005550660859370282,False,0.4185323330020765,6,True,False,False,100,4,1e-06,8.526512829121202e-14,0.0,"[-147.739862546543, -147.73802101366763, -147.73848477276826, -147.73848477276817]","[0.09930229200108442, 0.08876029199745972, 0.09743241599790053, 0.09545154199440731]",O2_1.2075_sto_3g,HCT N/2 Comm,False
HCT_Nover2_Comm,block2_pauli,7,-147.7392278555278,0.004807578099757848,False,0.38577083299605874,7,True,False,False,100,4,1e-06,5.087485988042317e-12,0.0,"[-147.74018988882287, -147.73897445092103, -147.73922785553287, -147.7392278555278]","[0.09366454200062435, 0.08706349999556551, 0.08380545899854042, 0.08437850000336766]",O2_1.2075_sto_3g,HCT N/2 Comm,False
HCT_Nover2_Comm,block2_pauli,8,-147.74106647606013,0.002968957567418329,False,0.461799417003931,8,True,False,False,100,5,1e-06,5.57113082777505e-07,0.0,"[-147.74045525861698, -147.7410131624512, -147.74106249821676, -147.7410670331732, -147.74106647606013]","[0.0985087079970981, 0.079936958005419, 0.08274233400152298, 0.08130458300001919, 0.08151637499395292]",O2_1.2075_sto_3g,HCT N/2 Comm,False
HCT_Nover2_Comm,block2_pauli,9,-147.74183631137373,0.002199122253813357,False,0.42513524999958463,9,True,False,False,100,4,1e-06,2.842170943040401e-14,0.0,"[-147.74175874961196, -147.74242204273952, -147.7418363113737, -147.74183631137373]","[0.10709929099539295, 0.09284708299674094, 0.09044166700186906, 0.09817941700021038]",O2_1.2075_sto_3g,HCT N/2 Comm,False
HCT_Nover2_Comm,block2_pauli,10,-147.74323086379076,0.000804569836788005,True,0.46574416699877474,10,True,False,False,100,4,1e-06,2.595348291833943e-07,0.0,"[-147.74300835501293, -147.74310880191857, -147.74323060425593, -147.74323086379076]","[0.1221130420017289, 0.09682158400391927, 0.10226179200253682, 0.10591674999886891]",O2_1.2075_sto_3g,HCT N/2 Comm,False
HCT_N_Comm,block2_pauli,1,-147.71455760287168,0.029477830755865853,False,0.2757059590003337,1,True,False,False,100,3,1e-06,5.173476722575288e-07,0.0,"[-147.7399957465335, -147.714557085524, -147.71455760287168]","[0.0852537079990725, 0.07662895900284639, 0.07801450000260957]",O2_1.2075_sto_3g,HCT N Comm,False
HCT_N_Comm,block2_pauli,2,-147.73575805479408,0.008277378833469129,False,0.9146922919971985,2,True,False,False,100,12,1e-06,1.8262292655890633e-07,0.0,"[-147.74143564536044, -147.73553190785114, -147.73558891981406, -147.73564271137815, -147.73567890927427, -147.73569631401284, -147.73573631848146, -147.7357426010368, -147.73575484459144, -147.735756495662, -147.73575787217115, -147.73575805479408]","[0.09097150000161491, 0.07753166700422298, 0.0774282080019475, 0.08450170799915213, 0.07324112499918556, 0.06851587499841116, 0.08002000000124099, 0.06464504099858459, 0.0637219170021126, 0.06419741699937731, 0.0636012090035365, 0.06461008300539106]",O2_1.2075_sto_3g,HCT N Comm,False
HCT_N_Comm,block2_pauli,3,-147.74089409056637,0.0031413430611735293,False,0.9912845420039957,3,True,False,False,100,13,1e-06,6.637262686126633e-07,0.0,"[-147.74242500333102, -147.7397407647287, -147.7401597379527, -147.74046062095996, -147.74084353081187, -147.7408687584034, -147.74087849053814, -147.74088569812957, -147.74088822427962, -147.74089097077547, -147.74089225595185, -147.7408934268401, -147.74089409056637]","[0.07876104200113332, 0.07139558299968485, 0.06909004200133495, 0.07040466699982062, 0.07413412500318373, 0.06853300000511808, 0.0666451249999227, 0.08152820800023619, 0.08390974999929313, 0.07397770899842726, 0.06598237499565585, 0.0696293329965556, 0.0692218749973108]",O2_1.2075_sto_3g,HCT N Comm,False
HCT_N_Comm,block2_pauli,4,-147.74236540199868,0.0016700316288620343,False,0.6469447910058079,4,True,False,False,100,8,1e-06,3.1217464879773615e-07,0.0,"[-147.74371465863754, -147.74238130334564, -147.74236185322687, -147.7423677010044, -147.7423650010637, -147.7423663563069, -147.74236508982403, -147.74236540199868]","[0.0877372499962803, 0.07795695799723035, 0.07519450000108918, 0.07463024999742629, 0.07720237499597715, 0.07237816600536462, 0.07254362500680145, 0.07401116599794477]",O2_1.2075_sto_3g,HCT N Comm,False
HCT_N_Comm,block2_pauli,5,-147.7438092347493,0.0002261988782379376,True,0.26884095900459215,5,True,False,False,100,3,1e-06,1.0877616318794026e-07,0.0,"[-147.7438142473933, -147.74380934352547, -147.7438092347493]","[0.087207959004445, 0.07546999999613035, 0.07474287500372157]",O2_1.2075_sto_3g,HCT N Comm,False
Pauli_BLISS+HCT_N_Comm,block2_pauli,1,-147.69260432810435,0.051431105523192855,False,0.40249129199946765,1,True,False,False,100,3,1e-06,1.7163452525892353e-07,0.0,"[-147.73940548656407, -147.69260415646983, -147.69260432810435]","[0.14232800000172574, 0.09015291599644115, 0.09015737500158139]",O2_1.2075_sto_3g,Pauli BLISS+HCT N Comm,False
Pauli_BLISS+HCT_N_Comm,block2_pauli,2,-147.73290467105997,0.011130762567574948,False,0.4213966250026715,2,True,False,False,100,3,1e-06,9.832396585807146e-07,0.0,"[-147.73940961029854, -147.73290565429963, -147.73290467105997]","[0.15582691699819406, 0.10690774999966379, 0.08967425000446383]",O2_1.2075_sto_3g,Pauli BLISS+HCT N Comm,False
Pauli_BLISS+HCT_N_Comm,block2_pauli,3,-147.73751967663617,0.00651575699137652,False,0.6209312920036609,3,True,False,False,100,5,1e-06,7.809717317286413e-09,0.0,"[-147.7403818931492, -147.73739558854948, -147.73752140112055, -147.73751968444589, -147.73751967663617]","[0.17186333300196566, 0.09799729099904653, 0.09597079100058181, 0.09442537499853643, 0.09240712499740766]",O2_1.2075_sto_3g,Pauli BLISS+HCT N Comm,False
Pauli_BLISS+HCT_N_Comm,block2_pauli,4,-147.74023885890415,0.0037965747233954517,False,0.6506025420021615,4,True,False,False,100,4,1e-06,6.641600691636995e-07,0.0,"[-147.74153208297128, -147.74014552339335, -147.74023952306422, -147.74023885890415]","[0.20374908299709205, 0.12830333300371422, 0.12052766700071516, 0.13384887499705656]",O2_1.2075_sto_3g,Pauli BLISS+HCT N Comm,False
Pauli_BLISS+HCT_N_Comm,block2_pauli,5,-147.7420284492429,0.002006984384649968,False,1.1171780829972704,5,True,False,False,100,6,1e-06,3.680346765122522e-07,0.0,"[-147.74222127435473, -147.74198412562728, -147.74206335640633, -147.7420616872649, -147.74202808120822, -147.7420284492429]","[0.25179408399708336, 0.16207283400581218, 0.17040641700441483, 0.15380699999514036, 0.15840170799492626, 0.15517191700200783]",O2_1.2075_sto_3g,Pauli BLISS+HCT N Comm,False
Pauli_BLISS+HCT_N_Comm,block2_pauli,6,-147.74341120591643,0.0006242277111141448,True,0.8959025000003749,6,True,False,False,100,4,1e-06,2.7350293407835125e-07,0.0,"[-147.7434978815523, -147.74346281083766, -147.7434109324135, -147.74341120591643]","[0.2831850000002305, 0.19285841699456796, 0.18034579099912662, 0.17646262500056764]",O2_1.2075_sto_3g,Pauli BLISS+HCT N Comm,False
BS_Nover2_Comm,block2_pauli,1,-147.63633538319732,0.10770005043022479,False,0.4134243750013411,1,True,False,False,100,4,1e-06,3.126388037344441e-13,0.0,"[-147.73941371653643, -147.6361927553661, -147.636335383197, -147.63633538319732]","[0.11726454200106673, 0.08016320799652021, 0.08619133399770362, 0.07536420800170163]",O2_1.2075_sto_3g,BS N/2 Comm,False
