frame,bond_dim,energy,abs_energy_error,within_dmrg_tolerance,dmrg_seconds,max_result_mps_bond,sweep_converged,reached_max_sweeps,sweep_limit_reached_without_convergence,sweeps_requested,sweeps_completed,sweep_energy_tolerance,last_sweep_energy_change,final_sweep_noise,sweep_energies,per_sweep_seconds,dataset_tag,fiedler,backend,system
BS_N_Comm,4,-107.64663872783008,0.00748371969245909,False,3.276451834004547,4,True,False,False,100,29,1e-06,3.8408431635161833e-07,0.0,"[-107.64546558387616, -107.64676419370473, -107.64672800057663, -107.64671985714827, -107.64671192865725, -107.64670057057293, -107.64670187834642, -107.64668912689636, -107.64669474034497, -107.64668160869425, -107.64669273120707, -107.64667922699249, -107.64669546470562, -107.64668044163616, -107.64670072591596, -107.64668234787567, -107.64670501496983, -107.64668153451792, -107.64670307443514, -107.64667532915973, -107.64669075238096, -107.6466646423811, -107.64667247736321, -107.64665339622269, -107.64665639820493, -107.64664433574393, -107.6466453638771, -107.64663834374576, -107.64663872783008]","[0.12122229200031143, 0.16501912500098115, 0.11609120800130768, 0.10848949999490287, 0.10002979100681841, 0.19322208299854537, 0.1718715829993016, 0.1630618749986752, 0.14571712500037393, 0.11284354199597146, 0.22784587500063935, 0.11512595899694134, 0.0855423749962938, 0.09798045799834654, 0.10145537499920465, 0.08110537500033388, 0.09036495899636066, 0.08606479199806927, 0.08128462500462774, 0.08804870799940545, 0.09569041700160597, 0.08242229200550355, 0.09057379199657589, 0.08255562499834923, 0.09072133299923735, 0.0828304160022526, 0.08232666600088123, 0.08154287499928614, 0.07990233299642568]",BS N Comm,False,block2_pauli,N2_eqm
BS_N_Comm,5,-107.64817196638083,0.005950481141709929,False,0.9552842920020339,5,True,False,False,100,10,1e-06,8.853362487570848e-10,0.0,"[-107.64714440055201, -107.64838995508039, -107.64817814186938, -107.64834767684331, -107.64821951552557, -107.64823114960899, -107.64818717359415, -107.64818863180642, -107.6481719654955, -107.64817196638083]","[0.11329783400287852, 0.09593533300358104, 0.0900136249983916, 0.09300966600130778, 0.09144691600522492, 0.0927148330010823, 0.08265212499827612, 0.08057358299993211, 0.09248304199718405, 0.08009204200061504]",BS N Comm,False,block2_pauli,N2_eqm
BS_N_Comm,6,-107.65025975617613,0.0038626913464128165,False,0.8942391250020592,6,True,False,False,100,9,1e-06,4.174373486875993e-07,0.0,"[-107.64941408320908, -107.6498642779233, -107.6501352481466, -107.65022408498676, -107.65023302387935, -107.65025409765991, -107.65025569045915, -107.65025933873878, -107.65025975617613]","[0.10917745899496367, 0.09601849999307888, 0.09954475000267848, 0.09137850000115577, 0.10292387500521727, 0.09618041599605931, 0.08733183400181588, 0.08552975000202423, 0.08916179100197041]",BS N Comm,False,block2_pauli,N2_eqm
BS_N_Comm,7,-107.65181172099678,0.0023107265257635845,False,0.7857444580004085,7,True,False,False,100,7,1e-06,7.460667603709226e-07,0.0,"[-107.65108307871228, -107.65163330118193, -107.65176952311714, -107.65178420928117, -107.65180397544489, -107.65181246706354, -107.65181172099678]","[0.1322292090044357, 0.11162008300016169, 0.10027145899948664, 0.09988737499952549, 0.10820004100241931, 0.09951449999789475, 0.09637083399866242]",BS N Comm,False,block2_pauli,N2_eqm
BS_N_Comm,8,-107.65258341296621,0.0015390345563304209,True,0.9156428749993211,8,True,False,False,100,9,1e-06,7.009873570495984e-07,0.0,"[-107.65192321841246, -107.65243756780926, -107.65252179254873, -107.65255465979772, -107.65257579879604, -107.65257834031213, -107.65258163545772, -107.65258271197885, -107.65258341296621]","[0.11175620799622266, 0.09358191700448515, 0.09353308400022797, 0.0945977499941364, 0.09764829200139502, 0.09425641700363485, 0.0973880410019774, 0.09221875000366708, 0.10319179199723294]",BS N Comm,False,block2_pauli,N2_eqm
HCT_N_Comm_Fiedler,1,-107.53329826565667,0.12082418186587063,False,0.9655259159990237,1,True,False,False,100,7,1e-06,7.716550953773549e-09,0.0,"[-107.64167024788333, -107.53310786842466, -107.53330607622108, -107.5332979338312, -107.53329839374419, -107.53329825794012, -107.53329826565667]","[0.12321433299803175, 0.10476220899727196, 0.09049395900365198, 0.2768651250007679, 0.09759520900115604, 0.1240913330038893, 0.0998219590037479]",HCT N Comm,True,block2_pauli,N2_eqm
HCT_N_Comm_Fiedler,2,-107.6231767454193,0.03094570210323866,False,0.6545559590012999,2,True,False,False,100,7,1e-06,2.7036003302782774e-07,0.0,"[-107.64181548567781, -107.61891096190344, -107.6232371254407, -107.62318012795643, -107.62317983411208, -107.62317647505927, -107.6231767454193]","[0.10405229100433644, 0.08212400000047637, 0.076696375006577, 0.08536945899686543, 0.07377716700284509, 0.08073412499652477, 0.09675574999710079]",HCT N Comm,True,block2_pauli,N2_eqm
HCT_N_Comm_Fiedler,3,-107.63893457978845,0.015187867734084648,False,0.8210394999987329,3,True,False,False,100,8,1e-06,7.46734073686639e-07,0.0,"[-107.642286652916, -107.63735001918133, -107.63891352113644, -107.63891379990389, -107.63891747891167, -107.63891921314152, -107.63893383305438, -107.63893457978845]","[0.11975275000440888, 0.08320541599823628, 0.14185079099843279, 0.1327230419992702, 0.08451345799403498, 0.07136929200351005, 0.07081633400230203, 0.06417829199926928]",HCT N Comm,True,block2_pauli,N2_eqm
HCT_N_Comm_Fiedler,4,-107.64321867256305,0.010903774959487578,False,0.6926842920001945,4,True,False,False,100,8,1e-06,1.2317610753598274e-07,0.0,"[-107.64586852714301, -107.64204653834227, -107.64260164553257, -107.64260445750101, -107.64307839792941, -107.64307966523886, -107.64321879573916, -107.64321867256305]","[0.10415937500511063, 0.08056674999534152, 0.07715904100041371, 0.07802441700187046, 0.07917029200325487, 0.07914679199893726, 0.07295316700037802, 0.07849825000448618]",HCT N Comm,True,block2_pauli,N2_eqm
HCT_N_Comm_Fiedler,5,-107.64705944604667,0.007063001475870578,False,0.7918634169982397,5,True,False,False,100,8,1e-06,6.967759702547482e-08,0.0,"[-107.64725505928197, -107.64657377353363, -107.64704840104675, -107.64704871079147, -107.64706082420997, -107.64706076896302, -107.64705951572427, -107.64705944604667]","[0.11370183299732162, 0.09682033399440115, 0.08973824999702629, 0.08868683299806435, 0.08908099999825936, 0.09012183400045615, 0.08880879199568881, 0.08975658300187206]",HCT N Comm,True,block2_pauli,N2_eqm
HCT_N_Comm_Fiedler,6,-107.64898647422946,0.005135973293079132,False,0.7593001249988447,6,True,False,False,100,7,1e-06,3.0372308401638293e-07,0.0,"[-107.64899730503457, -107.64884657990501, -107.64898437327867, -107.64898813291424, -107.64898645230178, -107.64898677795254, -107.64898647422946]","[0.1229614159965422, 0.10640041699662106, 0.09998074999748496, 0.09598737500346033, 0.09498600000370061, 0.10041458300111117, 0.09324362500046846]",HCT N Comm,True,block2_pauli,N2_eqm
HCT_N_Comm_Fiedler,7,-107.65046259094751,0.0036598565750267653,False,1.262806584003556,7,True,False,False,100,8,1e-06,7.412251079585985e-08,0.0,"[-107.65011235085635, -107.65037876192898, -107.65046781671415, -107.65047351573979, -107.65046436025682, -107.65046446679753, -107.65046266507002, -107.65046259094751]","[0.1550054170002113, 0.1261369170024409, 0.13669170800130814, 0.18873883400374325, 0.188496666996798, 0.1565239159972407, 0.12281083299603779, 0.12554187500063563]",HCT N Comm,True,block2_pauli,N2_eqm
HCT_N_Comm_Fiedler,8,-107.65143679266913,0.002685654853408437,False,0.934241375005513,8,True,False,False,100,7,1e-06,7.388971710042824e-07,0.0,"[-107.65062935466096, -107.65105629858576, -107.65141514938489, -107.65143682111282, -107.65143752448213, -107.6514375315663, -107.65143679266913]","[0.2071330830003717, 0.12411966599756852, 0.1273904159970698, 0.127032042000792, 0.11048966600355925, 0.09568062499602092, 0.09401829100534087]",HCT N Comm,True,block2_pauli,N2_eqm
HCT_N_Comm_Fiedler,9,-107.65211205739436,0.002010390128177164,False,1.9432091250055237,9,True,False,False,100,15,1e-06,6.385381823292846e-07,0.0,"[-107.65129995341448, -107.65177010793484, -107.65185542350753, -107.65186106157859, -107.65197289709735, -107.65197923159755, -107.65206665646292, -107.65207305747177, -107.65209691158259, -107.6521007085367, -107.65210613250119, -107.65210834801802, -107.65210998248634, -107.65211141885618, -107.65211205739436]","[0.13970183299534256, 0.12674416699883295, 0.1260627090014168, 0.1245387499948265, 0.12522683299903292, 0.12227433299995027, 0.11999875000037719, 0.11866237500362331, 0.11509229100192897, 0.12209970799449366, 0.13590824999846518, 0.1251493749950896, 0.14557133399648592, 0.12351466700056335, 0.12409612500050571]",HCT N Comm,True,block2_pauli,N2_eqm
HCT_N_Comm_Fiedler,10,-107.65259275209831,0.001529695424224542,True,1.363686749995395,10,True,False,False,100,10,1e-06,5.796569553240261e-07,0.0,"[-107.65193248128853, -107.65231263197222, -107.65252192610907, -107.65253535246347, -107.65257664149982, -107.65257990879861, -107.65258880394259, -107.65259001948942, -107.65259217244136, -107.65259275209831]","[0.14714770799764665, 0.1381362500032992, 0.1252091249989462, 0.13294858299923362, 0.13384512499760604, 0.13405216699902667, 0.12777362500492018, 0.1251786670036381, 0.127947207998659, 0.1246861670006183]",HCT N Comm,True,block2_pauli,N2_eqm
BS_N_Comm_Fiedler,1,-107.57607742954534,0.0780450179772032,False,0.6431512919953093,1,True,False,False,100,7,1e-06,2.866248678401462e-07,0.0,"[-107.64200158474645, -107.57559429623302, -107.57606839863365, -107.57606898041445, -107.5760771453719, -107.57607714292047, -107.57607742954534]","[0.0981087500040303, 0.09213033300329698, 0.08182737499737414, 0.09689658300339943, 0.08716333399934229, 0.078678249999939, 0.07094775000587106]",BS N Comm,True,block2_pauli,N2_eqm
BS_N_Comm_Fiedler,2,-107.63193173586501,0.022190711657529505,False,0.6583436669970979,2,True,False,False,100,7,1e-06,1.851957449616748e-07,0.0,"[-107.64461245373676, -107.63202654196975, -107.6319288307916, -107.63193628014696, -107.63193155643502, -107.63193192106075, -107.63193173586501]","[0.09910775000025751, 0.08859495800425066, 0.08890920799603919, 0.07876912500069011, 0.07985908399859909, 0.0986662079958478, 0.07541066699923249]",BS N Comm,True,block2_pauli,N2_eqm
