frame,bond_dim,energy,abs_energy_error,within_dmrg_tolerance,dmrg_seconds,max_result_mps_bond,sweep_converged,reached_max_sweeps,sweep_limit_reached_without_convergence,sweeps_requested,sweeps_completed,sweep_energy_tolerance,last_sweep_energy_change,final_sweep_noise,sweep_energies,per_sweep_seconds,dataset_tag,fiedler,backend,system
raw_fermionic_su2,1,-107.37247880025572,0.20915612192671063,False,0.09282612500101095,1,True,False,False,100,7,1e-06,0.0,0.0,"[-107.52694981960454, -107.37247880025572, -107.37247880025572, -107.37247880025572, -107.37247880025572, -107.37247880025572, -107.37247880025572]","[0.013526041999284644, 0.014190583002346102, 0.013344666993361898, 0.009211832999426406, 0.012831374995585065, 0.009892166999634355, 0.009394833999976981]",,False,block2_su2,N2_corr
raw_fermionic_su2,2,-107.47530396991415,0.10633095226828004,False,0.14894379200268304,2,True,False,False,100,10,1e-06,7.34786695488765e-07,0.0,"[-107.52694981960454, -107.47253924234232, -107.47519515152555, -107.47555629283909, -107.47535215389851, -107.47538428201734, -107.47531403347605, -107.47531839602661, -107.47530323512746, -107.47530396991415]","[0.017024707995005883, 0.015928291002637707, 0.012197207994177006, 0.01668016699841246, 0.011853084004542325, 0.016340250003850088, 0.011425166005210485, 0.010182374993746635, 0.00993479099997785, 0.018271000000822823]",,False,block2_su2,N2_corr
raw_fermionic_su2,3,-107.50225761068646,0.07937731149597482,False,0.10959283300326206,3,True,False,False,100,7,1e-06,3.0106731685464183e-07,0.0,"[-107.52694981960454, -107.50335407200646, -107.50232283096376, -107.50232520184434, -107.5022527472998, -107.50225730961914, -107.50225761068646]","[0.01669804099947214, 0.011967833997914568, 0.02081137500499608, 0.011950666004850063, 0.01170520799496444, 0.017093124995881226, 0.011105874997156207]",,False,block2_su2,N2_corr
raw_fermionic_su2,4,-107.51246082642153,0.06917409576089995,False,0.12528699999529636,4,True,False,False,100,8,1e-06,5.852228923686198e-09,0.0,"[-107.52694981960454, -107.5033429891089, -107.51000202644018, -107.51000318542678, -107.51168308584776, -107.51168312420887, -107.5124608205693, -107.51246082642153]","[0.01849416700133588, 0.01672987500205636, 0.01093820900132414, 0.016926917000091635, 0.015049542002088856, 0.011267000001680572, 0.0166478749961243, 0.011135000000649597]",,False,block2_su2,N2_corr
raw_fermionic_su2,5,-107.51604990552505,0.06558501665737992,False,0.12762183399900096,5,True,False,False,100,8,1e-06,1.9241497284383513e-11,0.0,"[-107.53897643821769, -107.50685059265626, -107.51355780926102, -107.5135600361235, -107.51549851166953, -107.51549851683006, -107.51604990550581, -107.51604990552505]","[0.019929333997424692, 0.017490083999291528, 0.01180058300087694, 0.017184000003908295, 0.01787579200026812, 0.01305241699446924, 0.010977416997775435, 0.01151854199997615]",,False,block2_su2,N2_corr
raw_fermionic_su2,6,-107.5335347095644,0.04810021261802433,False,0.1504870420030784,6,True,False,False,100,8,1e-06,1.4068746168049984e-12,0.0,"[-107.55404803429029, -107.54040290722523, -107.53366756628704, -107.53366756633432, -107.53365326048525, -107.53365326049737, -107.53353470956581, -107.5335347095644]","[0.018297750000783708, 0.018032749998383224, 0.02038262499991106, 0.01404466700478224, 0.017148041995824315, 0.01847287499549566, 0.022002291996614076, 0.014243917001294903]",,False,block2_su2,N2_corr
raw_fermionic_su2,7,-107.55182047935907,0.02981444282336554,False,0.1442114580058842,7,True,False,False,100,8,1e-06,4.561684363579843e-12,0.0,"[-107.558381624323, -107.55410836522215, -107.55173808462287, -107.55173808462494, -107.55189188291958, -107.55189188292162, -107.5518204793545, -107.55182047935907]","[0.017266208000364713, 0.019826666000881232, 0.018141583001124673, 0.019241875001171138, 0.02036579199921107, 0.01689691699721152, 0.01224391700088745, 0.012345957999059465]",,False,block2_su2,N2_corr
raw_fermionic_su2,8,-107.55830765807835,0.0233272641040827,False,0.1559772500040708,8,True,False,False,100,8,1e-06,8.526512829121202e-14,0.0,"[-107.55999639808928, -107.55611248714376, -107.55801594685143, -107.55801594685498, -107.55828280078424, -107.55828280078406, -107.55830765807843, -107.55830765807835]","[0.015994624998711515, 0.024133625003742054, 0.02205220800533425, 0.018720958003541455, 0.015071041998453438, 0.014732458999787923, 0.018914291002147365, 0.018492874994990416]",,False,block2_su2,N2_corr
raw_fermionic_su2,9,-107.55841758257246,0.023217339609971077,False,0.17139870800019708,9,True,False,False,100,8,1e-06,5.258016244624741e-13,0.0,"[-107.5610752060551, -107.55714787706881, -107.55810479053135, -107.55810479053189, -107.55839038221019, -107.55839038220982, -107.55841758257299, -107.55841758257246]","[0.022983834001934156, 0.015457749999768566, 0.0216588330004015, 0.015321209000831004, 0.015303166997910012, 0.02471749999676831, 0.018831832996511366, 0.018167541005823296]",,False,block2_su2,N2_corr
raw_fermionic_su2,10,-107.55966566446389,0.021969257718538415,False,0.16929283400531858,10,True,False,False,100,8,1e-06,2.4158453015843406e-12,0.0,"[-107.56156196207185, -107.56161549891995, -107.559400030218, -107.55940003021722, -107.5596195786729, -107.55961957867048, -107.55966566446631, -107.55966566446389]","[0.017382792000717018, 0.0167537080051261, 0.015823666006326675, 0.023032334000163246, 0.020471374999033287, 0.02991854200081434, 0.02145429200027138, 0.01631654200173216]",,False,block2_su2,N2_corr
raw_fermionic_su2,12,-107.56410594583893,0.017528976343498925,False,0.19694279100076528,12,True,False,False,100,8,1e-06,1.7337242752546445e-12,0.0,"[-107.56159988533595, -107.56165356226028, -107.56355058176831, -107.56355058177127, -107.56398148714263, -107.56398148714555, -107.56410594584067, -107.56410594583893]","[0.019244292001530994, 0.023902834000182338, 0.028998082998441532, 0.024316416995134205, 0.022494333003123756, 0.021612167001876514, 0.021659250000084285, 0.022622250005952083]",,False,block2_su2,N2_corr
raw_fermionic_su2,14,-107.56850399324497,0.013130928937457043,False,0.17980520800483646,14,True,False,False,100,7,1e-06,2.917860371098868e-07,0.0,"[-107.56160601268805, -107.5621602752841, -107.56717045736606, -107.56717045737258, -107.5685037014569, -107.56850370145894, -107.56850399324497]","[0.024738000000070315, 0.030800166001426987, 0.020695790997706354, 0.02062491700053215, 0.0250446669961093, 0.021561708999797702, 0.028555792006955016]",,False,block2_su2,N2_corr
raw_fermionic_su2,16,-107.56912486093854,0.012510061243887094,False,0.18677074999868637,16,True,False,False,100,7,1e-06,7.28471150068799e-09,0.0,"[-107.56165499272664, -107.5623138489409, -107.56731066270592, -107.56901677902792, -107.56912485366695, -107.56912485365383, -107.56912486093854]","[0.02343187500082422, 0.0230651250021765, 0.02203604199894471, 0.03801112499786541, 0.022066208002797794, 0.021905290996073745, 0.027503083998453803]",,False,block2_su2,N2_corr
raw_fermionic_su2,18,-107.57047323135563,0.011161690826796189,False,0.23490120800124714,18,True,False,False,100,8,1e-06,5.843503458891064e-11,0.0,"[-107.56167865622331, -107.56288972552645, -107.56941674202385, -107.57024419635833, -107.57046190047113, -107.57046190044481, -107.57047323141407, -107.57047323135563]","[0.026789666997501627, 0.02924699999857694, 0.027386625006329268, 0.025007750002259854, 0.041723125003045425, 0.029124082997441292, 0.024684833006176632, 0.022848499997053295]",,False,block2_su2,N2_corr
