frame,bond_dim,energy,abs_energy_error,within_dmrg_tolerance,dmrg_seconds,max_result_mps_bond,sweep_converged,reached_max_sweeps,sweep_limit_reached_without_convergence,sweeps_requested,sweeps_completed,sweep_energy_tolerance,last_sweep_energy_change,final_sweep_noise,sweep_energies,per_sweep_seconds,dataset_tag,fiedler,backend,system
raw_fermionic_su2,1,-1.8383523830775639,0.07675416643423927,False,0.022645500001090113,1,True,False,False,100,7,1e-06,0.0,0.0,"[-1.9061792424627733, -1.8383523830775639, -1.8383523830775639, -1.8383523830775639, -1.8383523830775639, -1.8383523830775639, -1.8383523830775639]","[0.0029936250066384673, 0.006513042004371528, 0.002621500003442634, 0.002405541999905836, 0.0023463340039597824, 0.002251416000945028, 0.0023167500039562583]",,False,block2_su2,H4rect_corr
raw_fermionic_su2,2,-1.9061792424627804,0.008927307049022781,False,0.023361125000519678,2,True,False,False,100,7,1e-06,8.881784197001252e-16,0.0,"[-1.9061792424627733, -1.9061792424627546, -1.9061792424627626, -1.9061792424627786, -1.9061792424627786, -1.9061792424627795, -1.9061792424627804]","[0.0028127080004196614, 0.0026085000063176267, 0.0024338330040336587, 0.002621500003442634, 0.002198250003857538, 0.002217791996372398, 0.006971875001909211]",,False,block2_su2,H4rect_corr
raw_fermionic_su2,3,-1.9061792424627502,0.00892730704905298,False,0.025492540997220203,3,True,False,False,100,8,1e-06,0.0,0.0,"[-1.9151065495118056, -1.915106549511786, -1.9151065495117976, -1.9151065495118047, -1.9151065495118038, -1.9151065495118065, -1.9061792424627502, -1.9061792424627502]","[0.0024884579979698174, 0.0026605839957483113, 0.0033284589953836985, 0.0059584170012385584, 0.002755916000751313, 0.0027394999997341074, 0.00215470800321782, 0.002281875000335276]",,False,block2_su2,H4rect_corr
raw_fermionic_su2,4,-1.915106549500817,1.0986100917875774e-11,True,0.02271291700162692,4,True,False,False,100,7,1e-06,3.0109248427834245e-13,0.0,"[-1.9151065495118056, -1.9151065495063087, -1.9151065495068273, -1.9151065495035313, -1.915106549501691, -1.9151065495011181, -1.915106549500817]","[0.0033202909980900586, 0.0038170830011949874, 0.0032102920013130642, 0.00255408399971202, 0.002875416997994762, 0.0029924159971415065, 0.0025799579962040298]",,False,block2_su2,H4rect_corr
raw_qubit,1,-1.849443878159009,0.06566267135279413,False,0.07385554200300248,1,True,False,False,100,7,1e-06,0.0,0.0,"[-1.9061792424627724, -1.849443878159009, -1.849443878159009, -1.849443878159009, -1.849443878159009, -1.849443878159009, -1.849443878159009]","[0.00863279100303771, 0.00914175000070827, 0.008379291000892408, 0.01256491600361187, 0.008854250001604669, 0.013880750004318543, 0.009270374997868203]",,False,block2_pauli,H4rect_corr
raw_qubit,2,-1.8779775148828923,0.03712903462891082,False,0.07444024999858811,2,True,False,False,100,7,1e-06,0.0,0.0,"[-1.9061792424627728, -1.8779773102953794, -1.8779775138867874, -1.8779775148828914, -1.8779775148828919, -1.8779775148828923, -1.8779775148828923]","[0.010907916002906859, 0.009347457998956088, 0.008569457997509744, 0.009376375004649162, 0.013274541997816414, 0.008555249994969927, 0.01120916599757038]",,False,block2_pauli,H4rect_corr
raw_qubit,3,-1.8923030312037323,0.022803518308070814,False,0.07516391600074712,3,True,False,False,100,7,1e-06,2.220446049250313e-16,0.0,"[-1.9061792424627728, -1.8923030312037328, -1.8923030312037326, -1.8923030312037328, -1.8923030312037332, -1.892303031203732, -1.8923030312037323]","[0.010543458003667183, 0.00913600000058068, 0.008740666999074165, 0.012849082995671779, 0.00870583399955649, 0.013309875001141336, 0.008428291999734938]",,False,block2_pauli,H4rect_corr
raw_qubit,4,-1.9019918959416804,0.013114653570122758,False,0.07817945800343296,4,True,False,False,100,7,1e-06,4.440892098500626e-16,0.0,"[-1.9061792424627728, -1.90199189594168, -1.9019918959416808, -1.9019918959416813, -1.9019918959416804, -1.90199189594168, -1.9019918959416804]","[0.012708000002021436, 0.008286874995974358, 0.007860917001380585, 0.008360500003618654, 0.007798083002853673, 0.021705916995415464, 0.008441875004791655]",,False,block2_pauli,H4rect_corr
raw_qubit,5,-1.9048614400472987,0.01024510946450441,False,0.07389245800004574,5,True,False,False,100,7,1e-06,4.440892098500626e-16,0.0,"[-1.9061792424627728, -1.904861440049873, -1.904861440047299, -1.9048614400472992, -1.9048614400472992, -1.9048614400472992, -1.9048614400472987]","[0.00978200000099605, 0.009225207999406848, 0.008494916000927333, 0.01366983300249558, 0.007969833000970539, 0.013128541999321897, 0.007763874993543141]",,False,block2_pauli,H4rect_corr
raw_qubit,6,-1.9061792424627737,0.008927307049029443,False,0.08250629199756077,6,True,False,False,100,7,1e-06,2.220446049250313e-16,0.0,"[-1.9061792424627728, -1.9061792424627733, -1.906179242462773, -1.906179242462774, -1.906179242462774, -1.9061792424627735, -1.9061792424627737]","[0.010691833005694207, 0.010563125004409812, 0.009105625002121087, 0.009853708004811779, 0.012309124998864718, 0.009076583002752159, 0.01352279200364137]",,False,block2_pauli,H4rect_corr
raw_qubit,7,-1.906179242462774,0.00892730704902922,False,0.10257329199521337,7,True,False,False,100,7,1e-06,2.220446049250313e-16,0.0,"[-1.9061792424627728, -1.9061792424627726, -1.906179242462773, -1.9061792424627733, -1.9061792424627733, -1.9061792424627737, -1.906179242462774]","[0.015059917001053691, 0.009080375006305985, 0.028425208998669405, 0.011029041001165751, 0.013453375002427492, 0.008957666999776848, 0.013102125005389098]",,False,block2_pauli,H4rect_corr
raw_qubit,8,-1.906179242462775,0.00892730704902811,False,0.09286454200628214,8,True,False,False,100,7,1e-06,0.0,0.0,"[-1.9061792424627728, -1.9061792424627721, -1.9061792424627735, -1.906179242462774, -1.9061792424627744, -1.906179242462775, -1.906179242462775]","[0.013315666998096276, 0.01540562499576481, 0.01210170900594676, 0.010502249999262858, 0.010350958997150883, 0.016916250002395827, 0.011197624997294042]",,False,block2_pauli,H4rect_corr
raw_qubit,9,-1.9061792424627744,0.008927307049028776,False,0.08535899999696994,9,True,False,False,100,7,1e-06,2.220446049250313e-16,0.0,"[-1.9061792424627728, -1.9061792424627726, -1.906179242462774, -1.9061792424627741, -1.9061792424627741, -1.9061792424627741, -1.9061792424627744]","[0.014015875000040978, 0.008894999999029096, 0.015441583993379027, 0.00941808400239097, 0.012691583004198037, 0.013139832997694612, 0.008291833000839688]",,False,block2_pauli,H4rect_corr
raw_qubit,10,-1.9061792424627748,0.008927307049028332,False,0.09202279199962504,10,True,False,False,100,7,1e-06,6.661338147750939e-16,0.0,"[-1.9061792424627728, -1.9061792424627726, -1.906179242462774, -1.9061792424627733, -1.9061792424627735, -1.9061792424627741, -1.9061792424627748]","[0.01392729199869791, 0.008599082997534424, 0.02033662499889033, 0.01029704099346418, 0.01116429200192215, 0.009637000002840068, 0.01498274999903515]",,False,block2_pauli,H4rect_corr
raw_qubit,12,-1.9061792424627748,0.008927307049028332,False,0.08456891700188862,12,True,False,False,100,7,1e-06,6.661338147750939e-16,0.0,"[-1.9061792424627728, -1.9061792424627726, -1.906179242462774, -1.9061792424627733, -1.9061792424627735, -1.9061792424627741, -1.9061792424627748]","[0.011867875000461936, 0.010171000001719221, 0.009930542000802234, 0.016035334003390744, 0.010014540996053256, 0.009326416999101639, 0.014001707997522317]",,False,block2_pauli,H4rect_corr
raw_qubit,14,-1.9061792424627748,0.008927307049028332,False,0.0866523330041673,14,True,False,False,100,7,1e-06,6.661338147750939e-16,0.0,"[-1.9061792424627728, -1.9061792424627726, -1.906179242462774, -1.9061792424627733, -1.9061792424627735, -1.9061792424627741, -1.9061792424627748]","[0.013464249997923616, 0.009629041000152938, 0.014392332996067125, 0.014235250004276168, 0.011107292004453484, 0.011048625005059876, 0.009449959004996344]",,False,block2_pauli,H4rect_corr
raw_qubit,16,-1.9061792424627748,0.008927307049028332,False,0.07895250000001397,16,True,False,False,100,7,1e-06,6.661338147750939e-16,0.0,"[-1.9061792424627728, -1.9061792424627726, -1.906179242462774, -1.9061792424627733, -1.9061792424627735, -1.9061792424627741, -1.9061792424627748]","[0.009263415995519608, 0.008783208999375347, 0.014265917001466732, 0.014731625000422355, 0.010010375001002103, 0.01019258399901446, 0.008495292000588961]",,False,block2_pauli,H4rect_corr
raw_qubit,18,-1.9061792424627748,0.008927307049028332,False,0.09498633299517678,18,True,False,False,100,7,1e-06,6.661338147750939e-16,0.0,"[-1.9061792424627728, -1.9061792424627726, -1.906179242462774, -1.9061792424627733, -1.9061792424627735, -1.9061792424627741, -1.9061792424627748]","[0.00963495900214184, 0.01358958399941912, 0.010518416995182633, 0.021269249999022577, 0.01028937500086613, 0.01040304200432729, 0.010591165999358054]",,False,block2_pauli,H4rect_corr
raw_qubit,20,-1.9061792424627748,0.008927307049028332,False,0.08216662500490202,20,True,False,False,100,7,1e-06,6.661338147750939e-16,0.0,"[-1.9061792424627728, -1.9061792424627726, -1.906179242462774, -1.9061792424627733, -1.9061792424627735, -1.9061792424627741, -1.9061792424627748]","[0.013881667000532616, 0.009910207998473197, 0.009666833000665065, 0.010209708001639228, 0.01149079199967673, 0.008809500002826098, 0.015028375004476402]",,False,block2_pauli,H4rect_corr
raw_qubit,30,-1.9061792424627748,0.008927307049028332,False,0.08726870799728204,30,True,False,False,100,7,1e-06,6.661338147750939e-16,0.0,"[-1.9061792424627728, -1.9061792424627726, -1.906179242462774, -1.9061792424627733, -1.9061792424627735, -1.9061792424627741, -1.9061792424627748]","[0.014295500004664063, 0.009856625001702923, 0.013240792002761737, 0.00917370800016215, 0.008454666000034194, 0.018338166999456007, 0.010664624998753425]",,False,block2_pauli,H4rect_corr
raw_qubit,40,-1.9061792424627748,0.008927307049028332,False,0.08994154099491425,40,True,False,False,100,7,1e-06,6.661338147750939e-16,0.0,"[-1.9061792424627728, -1.9061792424627726, -1.906179242462774, -1.9061792424627733, -1.9061792424627735, -1.9061792424627741, -1.9061792424627748]","[0.009564082996803336, 0.013291832998220343, 0.014226291001250502, 0.013149584003258497, 0.011362666999048088, 0.011380415999155957, 0.012561292001919355]",,False,block2_pauli,H4rect_corr
raw_qubit,50,-1.9061792424627748,0.008927307049028332,False,0.08347545900323894,50,True,False,False,100,7,1e-06,6.661338147750939e-16,0.0,"[-1.9061792424627728, -1.9061792424627726, -1.906179242462774, -1.9061792424627733, -1.9061792424627735, -1.9061792424627741, -1.9061792424627748]","[0.010180249999393709, 0.011156374996062368, 0.014979832994868048, 0.009980417002225295, 0.0086169170026551, 0.013860958002624102, 0.00841183300508419]",,False,block2_pauli,H4rect_corr
raw_qubit,60,-1.9061792424627748,0.008927307049028332,False,0.09708154200052377,60,True,False,False,100,7,1e-06,6.661338147750939e-16,0.0,"[-1.9061792424627728, -1.9061792424627726, -1.906179242462774, -1.9061792424627733, -1.9061792424627735, -1.9061792424627741, -1.9061792424627748]","[0.020869125000899658, 0.011027874999854248, 0.017220458001247607, 0.010292124999978114, 0.009624167003494222, 0.009724624993395992, 0.014642333997471724]",,False,block2_pauli,H4rect_corr
raw_qubit,70,-1.9061792424627748,0.008927307049028332,False,0.08518966699921293,70,True,False,False,100,7,1e-06,6.661338147750939e-16,0.0,"[-1.9061792424627728, -1.9061792424627726, -1.906179242462774, -1.9061792424627733, -1.9061792424627735, -1.9061792424627741, -1.9061792424627748]","[0.013623207996715792, 0.00993200000084471, 0.013222375004261266, 0.009270374997868203, 0.014197125005011912, 0.013514334001229145, 0.008381583997106645]",,False,block2_pauli,H4rect_corr
raw_qubit,80,-1.9061792424627748,0.008927307049028332,False,0.08622516600007657,80,True,False,False,100,7,1e-06,6.661338147750939e-16,0.0,"[-1.9061792424627728, -1.9061792424627726, -1.906179242462774, -1.9061792424627733, -1.9061792424627735, -1.9061792424627741, -1.9061792424627748]","[0.009375542002089787, 0.009651416999986395, 0.009235917001205962, 0.013791541001410224, 0.008957999998528976, 0.02134558300167555, 0.010698833000788]",,False,block2_pauli,H4rect_corr
raw_qubit,90,-1.9061792424627748,0.008927307049028332,False,0.08587262500077486,90,True,False,False,100,7,1e-06,6.661338147750939e-16,0.0,"[-1.9061792424627728, -1.9061792424627726, -1.906179242462774, -1.9061792424627733, -1.9061792424627735, -1.9061792424627741, -1.9061792424627748]","[0.01039387499622535, 0.009319041993876453, 0.015847875001782086, 0.015009874994575512, 0.008955666999099776, 0.014705125002365094, 0.008056124999711756]",,False,block2_pauli,H4rect_corr
