frame,backend,bond_dim,energy,abs_energy_error,within_dmrg_tolerance,dmrg_seconds,max_result_mps_bond,sweep_converged,reached_max_sweeps,sweep_limit_reached_without_convergence,sweeps_requested,sweeps_completed,sweep_energy_tolerance,last_sweep_energy_change,final_sweep_noise,sweep_energies,per_sweep_seconds,system,iteration,representation
N2_eqm_iter000_baseline,block2_pauli,12,-107.62637432599422,0.027748121528318848,False,0.8938253750093281,12,True,False,False,100,9,1e-06,8.562327025174454e-08,0.0,"[-107.64167024788321, -107.62630240777303, -107.62632837411323, -107.62633987861902, -107.62634054344528, -107.6263638208903, -107.62636504881068, -107.62637441161749, -107.62637432599422]","[0.1108159169962164, 0.10350070800632238, 0.09112900000764057, 0.09067679199506529, 0.09436845801246818, 0.09330787499493454, 0.0877535840118071, 0.08784562500659376, 0.0872801669902401]",N2_eqm,0,baseline
N2_eqm_iter000_baseline,block2_pauli,14,-107.63262467674045,0.021497770782090697,False,1.211015207998571,14,True,False,False,100,11,1e-06,3.5424230304670346e-07,0.0,"[-107.64167024788321, -107.63154435993349, -107.63131180459635, -107.63142460929765, -107.63156926063738, -107.63214370617561, -107.63214126274605, -107.63271258691401, -107.63270856858458, -107.63262432249815, -107.63262467674045]","[0.10828425000363495, 0.10597108300135005, 0.1028798339975765, 0.10682108299806714, 0.10770250001223758, 0.11235325000598095, 0.10419225000077859, 0.10835787499672733, 0.10290879198873881, 0.10501483299594838, 0.1039599579962669]",N2_eqm,0,baseline
N2_eqm_iter000_baseline,block2_pauli,16,-107.63756946476627,0.016552982756266488,False,0.793679999987944,16,True,False,False,100,7,1e-06,4.827988675515371e-08,0.0,"[-107.64167024788321, -107.63812546472914, -107.63756038437165, -107.637569286912, -107.63756840062067, -107.63756951304616, -107.63756946476627]","[0.11412979199667461, 0.10471216699806973, 0.10946037499525119, 0.1052896659966791, 0.10965683301037643, 0.11008066700014751, 0.10365087499667425]",N2_eqm,0,baseline
N2_eqm_iter000_baseline,block2_pauli,18,-107.64017526056199,0.013947186960550084,False,0.9639634160121204,18,True,False,False,100,7,1e-06,4.247539209245588e-09,0.0,"[-107.64167024788321, -107.64010878342575, -107.64010383854233, -107.64026271725436, -107.64026243492705, -107.64017525631445, -107.64017526056199]","[0.12396987499960233, 0.13244508299976587, 0.13037958298809826, 0.142094625000027, 0.13255691700032912, 0.13670204099616967, 0.12895329100138042]",N2_eqm,0,baseline
N2_eqm_iter000_baseline,block2_pauli,20,-107.64081229799585,0.01331014952668852,False,1.1899833750067046,20,True,False,False,100,8,1e-06,1.0174971976084635e-11,0.0,"[-107.64167024788321, -107.6408085148699, -107.6408190992598, -107.64081926224014, -107.64081889591469, -107.64081889591446, -107.64081229800603, -107.64081229799585]","[0.12562591599998996, 0.1352120830124477, 0.13613754099060316, 0.1379630419978639, 0.1408491670008516, 0.2004460000025574, 0.13921237499744166, 0.1365464999980759]",N2_eqm,0,baseline
N2_eqm_iter000_baseline,block2_pauli,30,-107.64916955910803,0.0049528884145075835,False,18.110389958004816,30,True,False,False,100,55,1e-06,6.562359828876652e-07,0.0,"[-107.64167024788321, -107.64352804062261, -107.64451283919252, -107.64667522204114, -107.64756372946933, -107.64760662203918, -107.64780425018992, -107.64790197099734, -107.64793894659522, -107.64804704720021, -107.64820609552561, -107.64821940464897, -107.64830913968319, -107.6483671795429, -107.6484185369379, -107.64851586259235, -107.6485736525265, -107.64886906035267, -107.6489131238963, -107.64890205459581, -107.64896679489941, -107.64903243634521, -107.64909037758106, -107.64906548906453, -107.64913572609707, -107.64911362509389, -107.6491479719061, -107.64946815060213, -107.64949122918117, -107.64938009865206, -107.64938312903985, -107.64943277379646, -107.64942949257306, -107.64941723355012, -107.64940397413321, -107.64934409978906, -107.64931420091558, -107.64922848953412, -107.64920600970844, -107.6491765589711, -107.64915741811045, -107.64923193227322, -107.6492051304613, -107.64908085453973, -107.6490687108826, -107.64937845703345, -107.64935880202145, -107.64926480367528, -107.64925580154178, -107.64930824890855, -107.6493043625073, -107.64923396064682, -107.64923265124499, -107.64917021534401, -107.64916955910803]","[0.14623929100343958, 0.26085208299627993, 0.3794506659905892, 0.3995111660042312, 0.40795300000172574, 0.3637671250035055, 0.33178350000525825, 0.32953987500513904, 0.3224790830136044, 0.3624208749970421, 0.34435529199254233, 0.3400237500027288, 0.32940079100080766, 0.32654687500325963, 0.3375888330047019, 0.3262031670019496, 0.3239631670003291, 0.34546162499464117, 0.344927333004307, 0.3325378330046078, 0.3295098329981556, 0.32216833299025893, 0.3211611250007991, 0.3268237500014948, 0.33099679100268986, 0.3377320419967873, 0.3207429579924792, 0.340465083005256, 0.3284952089888975, 0.3328196249931352, 0.3334710829949472, 0.3435589160071686, 0.34361725000781007, 0.3946839579875814, 0.32552429199859034, 0.33161383400147315, 0.32910045799508225, 0.33722083299653605, 0.32967429199197795, 0.32573120899905916, 0.3307717919960851, 0.32749616699584294, 0.32448858399584424, 0.32950179200270213, 0.32277979199716356, 0.333153333995142, 0.31669024999428075, 0.31896345800487325, 0.314106833000551, 0.29837270799907856, 0.306172417011112, 0.29938295799365733, 0.2951464999932796, 0.2911264580034185, 0.29785779101075605]",N2_eqm,0,baseline
N2_eqm_iter000_baseline,block2_pauli,40,-107.65173226815637,0.0023901793661735837,False,13.95661266699608,40,True,False,False,100,30,1e-06,9.97852225737006e-07,0.0,"[-107.64167024788321, -107.6417915396479, -107.64232179286907, -107.64483634829176, -107.64544419532052, -107.64707992548124, -107.65022175687062, -107.65040868443012, -107.65112271808057, -107.65102766429678, -107.65145445043123, -107.65136246033305, -107.65144391515508, -107.65142919273322, -107.65144433780333, -107.65153353074939, -107.65155559209963, -107.6516563225555, -107.65167699792724, -107.65154112604904, -107.6515572360671, -107.65160384898248, -107.65161977297733, -107.65171017137838, -107.65172550230585, -107.65172137802404, -107.65173236860615, -107.65172796640867, -107.65173326600859, -107.65173226815637]","[0.14663070799724665, 0.24613454099744558, 0.46544191701104864, 0.5430670420028036, 0.517841666995082, 0.6034218749991851, 0.5116269580030348, 0.5027559589943849, 0.48965279199182987, 0.5078124589927029, 0.5316171250015032, 0.4742364580015419, 0.4662919169932138, 0.46375900000566617, 0.46727933299553115, 0.46131495900044683, 0.47619437500543427, 0.4544356669939589, 0.4636834160046419, 0.444942334012012, 0.461832000000868, 0.4409028749942081, 0.5108370420057327, 0.4442632499994943, 0.5073476669931551, 0.4564397089998238, 0.4839673340029549, 0.435642625001492, 0.45522920798975974, 0.47418137500062585]",N2_eqm,0,baseline
N2_eqm_iter000_baseline,block2_pauli,50,-107.6527537919443,0.001368655578232847,True,12.774553416995332,50,True,False,False,100,15,1e-06,2.8759610870565666e-07,0.0,"[-107.64167024788321, -107.64179165530729, -107.64252537482542, -107.64996290849533, -107.6518383161071, -107.65236977304707, -107.65262696516918, -107.65268950332202, -107.65269632206014, -107.65271981297607, -107.6527258866897, -107.6527587571427, -107.65276124394396, -107.6527535043482, -107.6527537919443]","[0.15088408401061315, 0.3049609580048127, 0.770187916001305, 1.3091020830033813, 0.9902107499947306, 1.1657824169960804, 0.8835676250018878, 1.068390750006074, 0.8344334170105867, 1.0210940000106348, 0.8299761670059524, 0.8922697920061182, 0.8131553340062965, 0.9004130829998758, 0.7995016670029145]",N2_eqm,0,baseline
N2_eqm_iter001_beam_fiedler,block2_pauli,1,-107.57605000011552,0.07807244740702401,False,0.7755041249911301,1,True,False,False,100,7,1e-06,1.8259385115015903e-08,0.0,"[-107.64167874220342, -107.57608580671277, -107.5761070434094, -107.57605338155506, -107.57605359566293, -107.57604998185613, -107.57605000011552]","[0.10784629100817256, 0.10228420799830928, 0.09462512499885634, 0.09991345799062401, 0.10063137499673758, 0.11042145799729042, 0.09494716698827688]",N2_eqm,1,beam_fiedler
N2_eqm_iter001_beam_fiedler,block2_pauli,2,-107.63539208490415,0.018730362618384788,False,0.7396757090027677,2,True,False,False,100,7,1e-06,8.331005574291339e-08,0.0,"[-107.64189063561416, -107.63167400863415, -107.63542112555746, -107.63539590572225, -107.63539444843416, -107.63539216821421, -107.63539208490415]","[0.11938404200191144, 0.09337366599356756, 0.1097861249872949, 0.09237495799607132, 0.09781529199972283, 0.09683350000705104, 0.08091820799745619]",N2_eqm,1,beam_fiedler
N2_eqm_iter001_beam_fiedler,block2_pauli,3,-107.64336581947302,0.0107566280495206,False,0.8227987079881132,3,True,False,False,100,8,1e-06,7.35152696051955e-07,0.0,"[-107.64349175237983, -107.64238234050764, -107.64337661789929, -107.6433238558038, -107.64336793810978, -107.64336234187864, -107.64336655462571, -107.64336581947302]","[0.12124229100299999, 0.09503958400455303, 0.09589954100374598, 0.09232079099456314, 0.09930324999731965, 0.09236804199463222, 0.09097395799471997, 0.08891645800031256]",N2_eqm,1,beam_fiedler
N2_eqm_iter001_beam_fiedler,block2_pauli,4,-107.64656730291081,0.007555144611728792,False,1.0325876670103753,4,True,False,False,100,9,1e-06,8.638508433023162e-07,0.0,"[-107.64729224856762, -107.64572435599112, -107.64637534218471, -107.64644047964276, -107.64653193813405, -107.64655487780105, -107.64656480534819, -107.64656643905997, -107.64656730291081]","[0.12641237500065472, 0.11112591699929908, 0.11391429200011771, 0.11627037500147708, 0.10884716600412503, 0.10380324999277946, 0.1002457919967128, 0.10078154200164136, 0.10433504100365099]",N2_eqm,1,beam_fiedler
N2_eqm_iter001_beam_fiedler,block2_pauli,5,-107.64847289557143,0.005649551951108833,False,1.6408878329966683,5,True,False,False,100,14,1e-06,9.138958887433546e-07,0.0,"[-107.6492447277619, -107.64814440551531, -107.64842150797224, -107.64841891059048, -107.64843273963282, -107.64842951545583, -107.64843821333022, -107.64846885146784, -107.64846121738456, -107.64848326448835, -107.64847198892224, -107.64847875624619, -107.64847198167554, -107.64847289557143]","[0.12904091700329445, 0.12552775000222027, 0.12221433300874196, 0.11653858399949968, 0.1149807920010062, 0.11349387498921715, 0.10898200000519864, 0.10367308299464639, 0.10920366700156592, 0.10725445800926536, 0.11043270799564198, 0.11118804100260604, 0.11022099999536294, 0.10437420800735708]",N2_eqm,1,beam_fiedler
N2_eqm_iter001_beam_fiedler,block2_pauli,6,-107.6506091219875,0.0035133255350388026,False,1.749159624989261,6,True,False,False,100,14,1e-06,8.450363822021245e-07,0.0,"[-107.65031689435946, -107.65046022289211, -107.65048411321376, -107.65056740909078, -107.65053548056625, -107.65059634847606, -107.65057442249652, -107.65061625859843, -107.65060221509674, -107.65061905951394, -107.65061117433802, -107.65061367684017, -107.65060996702388, -107.6506091219875]","[0.13695545800146647, 0.1236521660030121, 0.12941887500346638, 0.12230929199722596, 0.12947700000950135, 0.12125029099115636, 0.11524800000188407, 0.11395979100780096, 0.12023204199795146, 0.11562266699911561, 0.11699100000259932, 0.11870233299850952, 0.11584695900091901, 0.11509512500197161]",N2_eqm,1,beam_fiedler
N2_eqm_iter001_beam_fiedler,block2_pauli,7,-107.65214129224134,0.001981155281200131,False,1.1415172920096666,7,True,False,False,100,8,1e-06,5.782445100521727e-08,0.0,"[-107.65120506256409, -107.65213761757965, -107.65218091751723, -107.65218183447578, -107.65215692199627, -107.65215688483156, -107.65214135006579, -107.65214129224134]","[0.1314079169969773, 0.14371925000159536, 0.14205637499981094, 0.13943395898968447, 0.1403562079940457, 0.14011350000509992, 0.12804308299382683, 0.1294341660104692]",N2_eqm,1,beam_fiedler
N2_eqm_iter001_beam_fiedler,block2_pauli,8,-107.65281040749788,0.0013120400246577901,True,1.0635468330001459,8,True,False,False,100,8,1e-06,3.139506219440591e-07,0.0,"[-107.65204870423841, -107.65253869102824, -107.65275303422715, -107.65275183818804, -107.65280067590393, -107.65280018104156, -107.65281009354726, -107.65281040749788]","[0.13796229199215304, 0.12205883400747553, 0.12440637500549201, 0.14045804100169335, 0.1281784169987077, 0.12335195900232065, 0.12136620900128037, 0.11710854100238066]",N2_eqm,1,beam_fiedler
N2_eqm_iter002_beam_fiedler,block2_pauli,1,-107.59645115578655,0.05767129173598562,False,0.795794207995641,1,True,False,False,100,7,1e-06,4.6485146754093876e-07,0.0,"[-107.64177309867517, -107.59656167680903, -107.59653736600049, -107.59645269422387, -107.59645761838648, -107.59645069093509, -107.59645115578655]","[0.11848054200527258, 0.11553741600073408, 0.10045841700048186, 0.09102570899995044, 0.09721816598903388, 0.09665458400559146, 0.11960470900521614]",N2_eqm,2,beam_fiedler
N2_eqm_iter002_beam_fiedler,block2_pauli,2,-107.63906059591892,0.015061851603618948,False,0.8248858750012005,2,True,False,False,100,7,1e-06,1.9965867181781505e-08,0.0,"[-107.64478356510105, -107.63528860515494, -107.63898893824299, -107.6390365645027, -107.63905417150659, -107.63906057595305, -107.63906059591892]","[0.11904654200770892, 0.16491708300600294, 0.11706525000045076, 0.09120866699959151, 0.09133566700620577, 0.09714145799807739, 0.0896716249990277]",N2_eqm,2,beam_fiedler
N2_eqm_iter002_beam_fiedler,block2_pauli,3,-107.6451241313575,0.00899831616503377,False,0.8703335839963984,3,True,False,False,100,8,1e-06,8.149825703185343e-09,0.0,"[-107.64818042218684, -107.6448132065658, -107.6451125165749, -107.64511915453423, -107.64512321244362, -107.64512312292214, -107.64512413950733, -107.6451241313575]","[0.11865537500125356, 0.09759933299210388, 0.09334066699375398, 0.10464054199110251, 0.09974375000456348, 0.11448550000204705, 0.09925570800260175, 0.09310312500747386]",N2_eqm,2,beam_fiedler
N2_eqm_iter002_beam_fiedler,block2_pauli,4,-107.64790354630208,0.00621890122046409,False,0.8086282500007655,4,True,False,False,100,7,1e-06,2.535253429414297e-08,0.0,"[-107.64862275157165, -107.64779468176492, -107.647907217393, -107.6479077520728, -107.6479036384484, -107.64790352094954, -107.64790354630208]","[0.12317770899971947, 0.11178879100771155, 0.1136710840073647, 0.10499579200404696, 0.10168725000403356, 0.1033873330015922, 0.10070116599672474]",N2_eqm,2,beam_fiedler
N2_eqm_iter002_beam_fiedler,block2_pauli,5,-107.65011806387355,0.004004383648990029,False,2.695612291994621,5,True,False,False,100,25,1e-06,8.776771096563607e-07,0.0,"[-107.64995798406383, -107.65033450208902, -107.6503015842149, -107.65033426876658, -107.65029582238041, -107.65032682350551, -107.65030063598496, -107.65032156235729, -107.6502983239863, -107.65030838045612, -107.65028450638246, -107.65026387022286, -107.6502513894041, -107.65018560232724, -107.65019620158978, -107.65014550374049, -107.65015672135834, -107.65013294217736, -107.65013921018436, -107.65012605681468, -107.65012921764566, -107.650120952685, -107.65012257627194, -107.65011718619644, -107.65011806387355]","[0.1291533750045346, 0.1124392500059912, 0.10820583399618044, 0.1090013750072103, 0.10825866700906772, 0.10808887500024866, 0.10400370799470693, 0.10712400000193156, 0.10029224999016151, 0.10157524999522138, 0.10912158399878535, 0.10154254200460855, 0.10381283400056418, 0.10103862499818206, 0.1000102920079371, 0.10290504200384021, 0.10194849999970756, 0.10342133400263265, 0.1021656249940861, 0.09898658300517127, 0.10575020899705123, 0.10200608399463817, 0.10281816599308513, 0.10743283400370274, 0.1015034169977298]",N2_eqm,2,beam_fiedler
N2_eqm_iter002_beam_fiedler,block2_pauli,6,-107.65186446614501,0.002257981377525198,False,0.8695840409927769,6,True,False,False,100,7,1e-06,1.0718665066633548e-08,0.0,"[-107.65135125254125, -107.65182112739157, -107.65187156485857, -107.6518660534187, -107.65186581773693, -107.65186445542635, -107.65186446614501]","[0.1267872919997899, 0.1166939170070691, 0.1154146250046324, 0.11773191700922325, 0.11939254199387506, 0.11733370799629483, 0.11106287500297185]",N2_eqm,2,beam_fiedler
N2_eqm_iter002_beam_fiedler,block2_pauli,7,-107.65275426541082,0.001368182111718852,True,0.9317896669963375,7,True,False,False,100,7,1e-06,3.8181003958470683e-07,0.0,"[-107.65205803597529, -107.6526514827692, -107.652682776816, -107.65274874880961, -107.65275316500168, -107.65275464722086, -107.65275426541082]","[0.13240575000236277, 0.1290971249982249, 0.1276450000004843, 0.12651970799197443, 0.12854874999902677, 0.12644779100082815, 0.11578441699384712]",N2_eqm,2,beam_fiedler
N2_eqm_iter003_beam_fiedler,block2_pauli,1,-107.59645570011352,0.057666747409015784,False,0.7667732910049381,1,True,False,False,100,7,1e-06,4.6607996750935854e-07,0.0,"[-107.64177309867513, -107.59656521514532, -107.59653645094588, -107.59645692158298, -107.59646177740314, -107.59645523403356, -107.59645570011352]","[0.11558129198965617, 0.10323683299066033, 0.1129376669996418, 0.10002954100491479, 0.09730350000609178, 0.10135508299572393, 0.08420195800135843]",N2_eqm,3,beam_fiedler
N2_eqm_iter003_beam_fiedler,block2_pauli,2,-107.63878828592752,0.0153341615950211,False,0.7366600000095787,2,True,False,False,100,7,1e-06,1.7780180883164576e-08,0.0,"[-107.64478356510122, -107.63505380151753, -107.6387207641973, -107.63876405728095, -107.63878188065951, -107.63878826814734, -107.63878828592752]","[0.10830416600219905, 0.11562454099475872, 0.09587433400156442, 0.09945749999315012, 0.08981645799940452, 0.09036891700816341, 0.08684666699264199]",N2_eqm,3,beam_fiedler
N2_eqm_iter003_beam_fiedler,block2_pauli,3,-107.6449456119231,0.009176835599433275,False,0.8239115420001326,3,True,False,False,100,8,1e-06,8.066706413956126e-09,0.0,"[-107.64818042218678, -107.64463345636008, -107.64493329207214, -107.64493862234198, -107.64494455562874, -107.64494447402586, -107.64494561998981, -107.6449456119231]","[0.11053562500455882, 0.09344458299165126, 0.0940872499922989, 0.0991912500030594, 0.09197174999280833, 0.10015666700201109, 0.08964008300972637, 0.09372054200503044]",N2_eqm,3,beam_fiedler
N2_eqm_iter003_beam_fiedler,block2_pauli,4,-107.64767222580285,0.006450221719688898,False,0.9230741670035059,4,True,False,False,100,8,1e-06,1.516062724249423e-07,0.0,"[-107.64862275157174, -107.64752051619345, -107.64766388236632, -107.64766660061285, -107.64766959650623, -107.64766997055847, -107.64767207419658, -107.64767222580285]","[0.11986012499255594, 0.11189800000283867, 0.10648820899950806, 0.12176254199584946, 0.10482154200144578, 0.1098889999993844, 0.09945737500675023, 0.09732091700425372]",N2_eqm,3,beam_fiedler
N2_eqm_iter003_beam_fiedler,block2_pauli,5,-107.6500971165236,0.004025330998942422,False,2.804530249995878,5,True,False,False,100,25,1e-06,9.052221656702386e-07,0.0,"[-107.649957984064, -107.65029248113768, -107.6502587776219, -107.6502912373006, -107.6502540755217, -107.6502856546662, -107.65026000058027, -107.65028174315518, -107.65025872225415, -107.65027042579098, -107.65024632605446, -107.65023037149312, -107.65021623355116, -107.65015565711764, -107.65016571738538, -107.65011711354435, -107.65012883212039, -107.65010695333557, -107.6501136383396, -107.6501022349407, -107.6501056127754, -107.65009877023584, -107.65010048522927, -107.65009621130143, -107.6500971165236]","[0.13103866700839717, 0.11385770799824968, 0.11688229200080968, 0.11262812498898711, 0.10863566699845251, 0.12569962500128895, 0.11030687500897329, 0.10487858300621156, 0.10952387499855831, 0.10487383299914654, 0.10986741600208916, 0.10865937500784639, 0.10317195800598711, 0.10253954200015869, 0.10357983299763873, 0.10808308300329372, 0.10746216600819025, 0.10292274999665096, 0.10453399999823887, 0.10411462499178015, 0.10901925001235213, 0.10878279199823737, 0.10896950001188088, 0.10400762500648852, 0.10937220801133662]",N2_eqm,3,beam_fiedler
N2_eqm_iter003_beam_fiedler,block2_pauli,6,-107.65184977931506,0.0022726682074818427,False,0.9794838330126368,6,True,False,False,100,7,1e-06,3.506656298668531e-08,0.0,"[-107.65135125254119, -107.65180747215808, -107.65185721566658, -107.65185142440482, -107.6518510991367, -107.65184981438162, -107.65184977931506]","[0.1433900420088321, 0.12617220800893847, 0.12765333299466874, 0.12616891700599808, 0.16417979200195987, 0.12531599999056198, 0.11755241599166766]",N2_eqm,3,beam_fiedler
N2_eqm_iter003_beam_fiedler,block2_pauli,7,-107.65274347006047,0.0013789774620676098,True,1.191094667010475,7,True,False,False,100,8,1e-06,5.57988244054286e-07,0.0,"[-107.65205771516818, -107.65262250336119, -107.65265120102845, -107.65273382052649, -107.6527386978753, -107.65274130856844, -107.65274291207223, -107.65274347006047]","[0.14233133300149348, 0.14918887500243727, 0.14690654100559186, 0.14612708300410304, 0.1444626669981517, 0.1424604170024395, 0.13564354200207163, 0.13586479199875612]",N2_eqm,3,beam_fiedler
