MPS Bond Index,0,1,2,3,4,5,6,7
1,0.562559037906955,1.998401444325276e-15,-4.440892098500629e-16,6.661338147750933e-16,-1.3322676295501906e-15,-1.3322676295501906e-15,-4.440892098500629e-16,-1.7763568394002552e-15
2,1.03604571124883,0.5625590379069585,-4.440892098500629e-16,6.661338147750933e-16,-1.3322676295501906e-15,-1.3322676295501906e-15,-4.440892098500629e-16,-1.7763568394002552e-15
3,1.5482012639811908,1.1223274984905667,0.6389358148357056,6.661338147750933e-16,-1.3322676295501906e-15,-1.3322676295501906e-15,-4.440892098500629e-16,-1.7763568394002552e-15
4,1.4146045470034356,1.3891448980362149,1.0240656202436902,0.6380183223908571,0.031013131132804433,0.031013131132802355,0.03101313113280545,0.03101313113280702
5,1.5461190275921304,1.5428398591881631,1.238776518220357,0.9620566470338267,0.6642281323466521,0.28376155943518294,0.6637554787327522,0.5861226050957095
6,1.0332657406068264,1.0332657406068264,0.7537089985735029,0.7513418831870323,0.6799797416626184,0.6045694283664578,0.6819827340054977,0.8574640107722135
7,0.5609464297843513,0.5609464297843536,0.5609464297843545,0.5596173638237082,0.5259581377129834,0.5588287184989689,0.5599337550655022,0.42593332355572205
