MPS Bond Index,0,1,2,3,4,5,6,7
1,0.562559037906955,1.3322676295501853e-15,0.0,1.5543122344752156e-15,-4.440892098500629e-16,1.1102230246251548e-15,-4.440892098500629e-16,-8.881784197001264e-16
2,1.03604571124883,0.5625590379069583,0.0,1.5543122344752156e-15,-4.440892098500629e-16,1.1102230246251548e-15,-4.440892098500629e-16,-8.881784197001264e-16
3,1.5482012639811908,1.1223274984905671,0.6389358148356978,1.5543122344752156e-15,-4.440892098500629e-16,1.1102230246251548e-15,-4.440892098500629e-16,-8.881784197001264e-16
4,1.4146045470034356,1.3891448980362162,1.024065620243658,0.6380183223908561,0.031013131132806404,0.031013131132808357,0.0310131311328051,0.031013131132807514
5,1.5461190275921304,1.5428398591881638,1.2387765182203743,0.9620566470338257,0.6642281323466561,0.6637554787327502,0.6637554787327515,0.6637554787327498
6,1.0332657406068264,1.0332657406068264,0.7537089985735662,0.7513418831870371,0.6799797416626191,0.8623468417282607,0.8623468417282586,0.8623468417282606
7,0.5609464297843513,0.5609464297843538,0.5609464297843537,0.5596173638237079,0.5259581377129872,0.5270925454602026,0.5270925454602009,0.5598879546577761
